674,0,0,0,2,2,0,0,1,0,0,0,0,1,1,1,0,4,8,0,0,0,0,0,0,1,3,0,2
1,529,17,3,0,0,9,26,5,0,0,0,55,2,4,1,4,2,0,0,2,1,23,8,7,0,0,0,1
0,18,546,11,0,0,3,10,4,0,0,0,3,14,19,0,29,2,0,2,14,1,2,1,16,0,3,0,2
0,4,2,278,0,0,0,2,3,0,0,0,2,7,4,0,3,0,0,0,0,0,3,1,3,0,0,0,1
1,1,0,1,515,96,0,0,0,1,2,0,0,1,0,17,1,0,6,1,0,0,0,0,0,30,1,24,2
0,0,1,0,97,503,0,0,0,5,0,1,0,0,0,39,1,0,7,0,0,0,2,0,0,30,2,12,0
0,24,5,4,0,0,536,43,13,0,1,0,2,13,9,1,11,0,1,2,26,0,3,1,4,0,0,0,1
0,17,13,4,0,0,19,552,22,0,3,0,10,6,2,2,2,1,0,1,13,0,23,4,2,0,0,0,4
0,2,0,7,0,0,1,4,656,0,0,0,1,13,0,0,0,2,0,2,2,0,3,0,3,0,0,0,4
0,0,0,0,4,3,0,0,0,171,0,0,0,0,0,2,0,0,5,0,0,0,1,0,0,0,0,1,1
0,0,0,0,0,2,0,0,0,0,323,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,4,0,0,0,0,5,561,0,0,0,3,0,1,2,0,0,1,0,0,0,0,6,1,0
0,5,2,2,0,0,0,3,3,0,0,0,225,2,0,1,1,0,0,0,0,0,4,7,8,2,0,0,0
0,4,8,16,0,0,7,10,27,0,0,0,3,424,13,0,17,1,0,6,3,2,4,1,20,0,0,0,6
0,7,16,19,2,1,4,4,3,0,0,0,9,29,429,1,133,1,0,2,0,1,8,6,12,1,3,0,9
0,0,0,0,20,37,0,0,0,14,4,16,0,0,1,523,0,4,7,2,0,2,1,1,0,39,22,5,2
0,2,7,9,1,0,1,3,0,1,0,0,0,6,24,0,191,1,0,1,6,0,1,1,1,0,0,0,1
0,1,4,0,0,1,1,2,1,0,1,0,1,0,1,4,2,585,0,88,0,1,0,0,1,0,3,0,3
3,0,0,0,4,8,0,0,0,7,0,0,0,0,0,0,0,0,260,0,0,1,0,0,0,0,0,2,1
1,0,4,4,0,0,3,2,3,1,0,0,1,2,3,1,4,120,0,208,4,0,0,0,11,0,2,0,1
0,8,8,1,0,0,9,34,8,0,3,0,1,3,0,1,14,5,0,7,586,1,7,1,1,0,0,0,2
1,1,0,0,0,0,0,2,1,0,0,0,0,1,0,2,0,1,0,1,1,65,0,0,1,0,2,0,16
0,32,4,10,1,1,0,22,11,0,0,0,29,5,2,0,4,1,2,1,3,1,549,15,4,0,1,0,2
0,2,0,1,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,2,119,1,0,0,0,0
1,23,46,12,1,0,0,6,7,0,0,0,64,25,8,0,9,4,2,21,2,10,6,3,443,0,0,0,7
0,1,0,0,9,14,0,3,0,0,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,319,1,2,1
1,0,0,0,3,4,1,0,0,3,3,9,0,0,1,11,0,6,3,4,0,5,0,2,0,4,624,11,5
1,0,0,0,19,11,0,0,0,1,2,5,0,0,0,4,0,0,4,1,0,2,0,0,0,16,5,625,4
2,5,5,5,0,1,1,15,4,6,0,1,4,13,8,3,13,11,6,4,11,113,6,6,20,1,12,1,423
